Text,Image
"The six brothers rushed off and finally caught up with the fleeing couple. (In a bid to escape), Rahuti started flinging out the jewelry she wore, one by one; while her brothers were distracted by the strewn jewelry, she killed them. Observing the chaos from afar, (with the help of his chalk grid), Monohar appeared at the scene to block the path of the couple himself. But Rahuti managed to chop off his hands and legs and finally, his head. ","[[[ 25  12  21]
  [ 45  45  19]
  [ 25  28   0]
  ...
  [124 126  27]
  [ 41  56  15]
  [ 43  44  12]]

 [[ 33  14  16]
  [ 68  61  33]
  [ 41  42   8]
  ...
  [  7   6   0]
  [  5  33  10]
  [ 31  67   6]]

 [[ 17   0   0]
  [ 51  32  18]
  [ 33  18   0]
  ...
  [  8   0  25]
  [  6  14  16]
  [ 33  75  11]]

 ...

 [[ 47  20   3]
  [111  38  19]
  [205  49  36]
  ...
  [  4  11  29]
  [ 78  68   0]
  [237 216  13]]

 [[204  61   3]
  [226  66   6]
  [255  59  11]
  ...
  [  0   4  26]
  [ 42  26   0]
  [203 178  16]]

 [[219  70  38]
  [203  57  18]
  [193  41   2]
  ...
  [  0   2   0]
  [ 39  22   0]
  [158 132   0]]]"
"Having slain Monohar, the prince and Rahuti travelled to a distant kingdom. Tired and thirsty, Madan wished to rest. While he waited, Rahuti went off in search of water.  

Meanwhile, a woman named Malini appeared where Madan waited. Pretending that she would help quench his thirst, she gave him a necklace to wear around his neck. Immediately Madan changed into a sheep, that Malini took home with her.   ","[[[223 199   0]
  [114  91   0]
  [119 102  32]
  ...
  [ 24   4   3]
  [  8   3   7]
  [  9   3  15]]

 [[183 165  29]
  [ 85  71   0]
  [ 24  15   0]
  ...
  [ 31   7   7]
  [ 11   5   7]
  [ 13   2  16]]

 [[ 89  81  18]
  [ 62  62  26]
  [ 14  16   5]
  ...
  [ 37   8  10]
  [ 14   3   7]
  [ 13   1  13]]

 ...

 [[  0   7   0]
  [  8   8  10]
  [ 10   5  12]
  ...
  [174 150   0]
  [126 125   0]
  [115 128  10]]

 [[ 10   9   5]
  [ 17   8  13]
  [ 12   2  11]
  ...
  [197 170   1]
  [144 141   0]
  [118 131  13]]

 [[ 16  16   6]
  [ 10   3   0]
  [ 16   4   4]
  ...
  [215 188  19]
  [156 153  10]
  [117 128   8]]]"
"Meanwhile, Rahuti returned to find Madan missing. It was getting dark so she came up with the idea of seeking work at the king’s court.   

Rahuti, disguised as a man, requested the king for a job. The king replied that there were no jobs left. However, there was an extremely difficult assignment that she could take on: a rhinoceros that was destroying crops in the village needed to be taken down. Would she be able to handle it?  

Rahuti agreed to take on the job and asked to be directed to the location where the rhinoceros had caused damage.  

At the site, she found that the trunk of a palm tree had become very smooth. The reason, she was told, was that the rhinoceros would rub his body daily against this trunk and then proceed to destroy the crops.  

Rahuti asked a woodcutter to cleave the tree half-way through its trunk, and then went and hid, awaiting the rhino. When the rhinoceros arrived and rubbed itself against the trunk, she watched as the tree came crashing down on it, killing it. As a token of proof, Rahuti cut off the dead animal’s tongue.  ","[[[151 135   0]
  [211 181   9]
  [253 203  10]
  ...
  [218  84  21]
  [180  61   5]
  [209  69  36]]

 [[154 137   0]
  [210 178   5]
  [251 201  10]
  ...
  [214  85  30]
  [207  71  19]
  [201  63  26]]

 [[174 153   0]
  [215 179   5]
  [254 203  16]
  ...
  [189  71  35]
  [234  78  29]
  [200  63  21]]

 ...

 [[219 193   0]
  [255 220  10]
  [118  94   6]
  ...
  [192 159   2]
  [198 158   1]
  [235 194   0]]

 [[241 205   0]
  [255 221   2]
  [158 126  27]
  ...
  [191 156  10]
  [202 160  16]
  [245 202  12]]

 [[220 195  17]
  [251 200   0]
  [200 166  40]
  ...
  [202 158   9]
  [217 162  17]
  [254 197   6]]]"
"Later, some palanquin bearers who were passing by saw the dead rhinoceros. Aware of the king’s promised reward of half his kingdom and the hand of his daughter in marriage, they cut off the animal’s head and produced it triumphantly before the king.  

The king then summoned the young man (Rahuti) who had been given the assignment in the first place. When she claimed that it was she who was the true slayer of the rhinoceros, the king demanded proof.  Rahuti asked the king to examine if the tongue was missing from the rhino’s head. When it was found to be indeed missing, she produced the tongue she had cut off earlier.  

The fraudsters were thrown into prison while Rahuti was offered the promised reward. Rahuti (without revealing her true identity) replied that she would do so after she gave worship to goddess Kali. ","[[[  0  15   6]
  [ 86   0  15]
  [137   0   5]
  ...
  [  4   6   5]
  [  0   6   0]
  [  6   0   0]]

 [[ 28   3   0]
  [149   1  17]
  [233   4  25]
  ...
  [  0   8  11]
  [  4   8   7]
  [ 18   4   3]]

 [[  0   3   0]
  [112   0   0]
  [213   2   8]
  ...
  [  0   6  12]
  [  1   2   4]
  [ 17   0   0]]

 ...

 [[ 25   0   5]
  [ 19   0  11]
  [  8   3   7]
  ...
  [252 208  23]
  [253 208  27]
  [251 208  31]]

 [[ 11   7   6]
  [ 25   3  15]
  [ 19   4  11]
  ...
  [252 208  23]
  [253 208  27]
  [251 208  31]]

 [[  0   7   0]
  [ 20   3  13]
  [ 27   4  14]
  ...
  [252 208  23]
  [253 208  27]
  [251 208  31]]]"
"The worship required the sacrifice of a sheep. Malini was known to have a large flock of sheep. When Malini claimed to have no more than one sheep, the king was informed by his soldiers that Malini did indeed have many sheep which she herded during the day, but at night they all turned into humans.  She was summoned by the king and confronted. Malini then admitted that she would use her magic to transform these men into sheep.  ","[[[123 121  60]
  [ 50  46   0]
  [ 13  10   0]
  ...
  [ 10   7   0]
  [ 15   2   9]
  [ 11   0   4]]

 [[ 21  15   0]
  [ 16  10   0]
  [ 23  17   5]
  ...
  [  9   9   1]
  [ 13   4   9]
  [ 10   4   6]]

 [[ 31  24  16]
  [ 24  16  14]
  [ 20  13  20]
  ...
  [  8   9   3]
  [ 13   8  14]
  [ 11  11  11]]

 ...

 [[ 14  15   9]
  [ 10  11   6]
  [ 10   9   7]
  ...
  [ 23  31   7]
  [ 13  26   9]
  [ 19  37  21]]

 [[ 32  32   0]
  [  3   0   7]
  [ 14  14  14]
  ...
  [ 42  45  14]
  [  8  18  10]
  [ 13  30  14]]

 [[ 55  55  21]
  [  7   1  11]
  [  9   9   9]
  ...
  [ 34  37   6]
  [  3  13   5]
  [ 12  29  13]]]"
"Threatened with dire consequences, Malini transformed all the sheep back into their human forms.  

Rahuti immediately recognized Madan and then revealed her identity to the king: that she was a woman and the wife of prince Madanmohan. She requested him to marry his daughter to Madan and grant them half the kingdom so that Madan and his two wives could live happily together.   

Here ends the story of Monohar Phansure. 
","[[[247 194   2]
  [248 195   3]
  [251 198   6]
  ...
  [  7   2   6]
  [  8   3   9]
  [  8   2   4]]

 [[246 193   1]
  [249 196   4]
  [251 198   6]
  ...
  [  6   0   4]
  [  7   0   7]
  [ 10   0   2]]

 [[246 193   1]
  [252 199   7]
  [254 201   9]
  ...
  [ 10   0   5]
  [ 13   0   9]
  [ 18   0   5]]

 ...

 [[248 193   4]
  [233 193  18]
  [194 171  29]
  ...
  [180 149  22]
  [127  95   0]
  [226 214  42]]

 [[201 159  21]
  [224 183  17]
  [228 192  18]
  ...
  [139 118   1]
  [218 180  11]
  [221 109   7]]

 [[209 173   1]
  [217 178   0]
  [210 172  13]
  ...
  [225 159   3]
  [220  88  14]
  [197  73  13]]]"
"Hearing the news from the bird
A grief-stricken Ram collapsed under a tree. 
“We are bereft of our parents
“And ordained by destiny, Sita has been abducted from the forest.”
 Ram lamented in silence
While his beloved (brother) Lakshman comforted him, stroking his hair. 
","[[[  0   0  11]
  [  0   0  20]
  [  4   1  12]
  ...
  [  5   9  21]
  [  1   4  19]
  [  4   7  22]]

 [[  0   1  12]
  [  0   1  21]
  [  4   1  12]
  ...
  [  0   2  11]
  [  2   5  20]
  [  4   7  22]]

 [[  0   2  13]
  [  1   2  22]
  [  4   1  12]
  ...
  [  0   7  10]
  [  7  10  25]
  [  9  12  27]]

 ...

 [[ 23   2   9]
  [ 24   7  15]
  [ 10   0  11]
  ...
  [ 95  89   3]
  [102  91   9]
  [ 94  83   1]]

 [[ 23   2   9]
  [ 24   7  15]
  [ 10   0  11]
  ...
  [109  94   0]
  [ 65  84  18]
  [ 27  40  10]]

 [[ 23   2   9]
  [ 24   7  15]
  [ 10   0  11]
  ...
  [ 30  42  22]
  [  8  18  30]
  [  7  19  17]]]"
"The monkeys rushed hither and thither, gathering boulders
Helping the brothers Neel and Nal erect a bridge across the ocean. 
With trees and boulders, the brave brothers built the bridge.
Angad (then) declared that they were ready for battle. 
Gathering all the fragrant flowers from the forest
The monkeys wove them into a garland for Angad.","[[[ 26  24  11]
  [  3   0   0]
  [  3   0   2]
  ...
  [ 17  22  28]
  [  0   0   5]
  [ 66  59  41]]

 [[ 50  53  42]
  [ 19  22  15]
  [  1   3   2]
  ...
  [ 16  20  29]
  [  0   3  10]
  [ 61  55  41]]

 [[  7  13   0]
  [  8  14   2]
  [  8  14   4]
  ...
  [  8  12  24]
  [  0   0   9]
  [ 62  60  48]]

 ...

 [[162 139  98]
  [186 169 139]
  [ 85  76  61]
  ...
  [ 76  82  54]
  [ 96 103  70]
  [ 18  36  12]]

 [[160 137  96]
  [188 171 141]
  [ 88  79  64]
  ...
  [  0  15   9]
  [  7  22  19]
  [ 16  32  22]]

 [[160 137  96]
  [188 171 141]
  [ 88  79  64]
  ...
  [  6  23  17]
  [  9  24  21]
  [ 21  37  27]]]"
"Shuk and Sharon were told at the sea-shore (by Ravana) 
“The monkeys emit a mighty roar.
“But that is just the sound of wild animals, not to be feared.","[[[174 112   1]
  [174 113   6]
  [161 104   0]
  ...
  [ 11  15   1]
  [ 11  16  19]
  [  2   6  18]]

 [[179 117   6]
  [175 114   7]
  [161 104   0]
  ...
  [ 16  19   8]
  [ 21  28  20]
  [  0   5   8]]

 [[183 119  11]
  [174 111   5]
  [160 101   0]
  ...
  [ 34  40  28]
  [ 28  37  20]
  [  0   7   0]]

 ...

 [[  3   3  15]
  [  0   0  12]
  [  4   4  14]
  ...
  [  0  23   5]
  [  3   2  18]
  [  6   0  18]]

 [[  2   4   3]
  [  5  11   7]
  [ 11  20  15]
  ...
  [ 15  32  24]
  [  4   7  14]
  [  4   7  14]]

 [[  8  10   9]
  [ 10  16  12]
  [ 16  25  20]
  ...
  [  1  18  10]
  [  4   7  14]
  [  4   7  14]]]"
"“There is only one I dread - let him not return to burn our homes. 
“He can reduce Lanka to ashes in the blink of an eye.
“If that wretch were to return, we are doomed.”
While king Ravana pondered grimly over these matters
","[[[ 29   6  24]
  [  6   0   9]
  [  8  11  18]
  ...
  [156 141 108]
  [159 143 110]
  [163 140 108]]

 [[ 12   7   4]
  [  3   5   4]
  [ 11  19  22]
  ...
  [156 141 108]
  [158 142 109]
  [162 139 107]]

 [[  0  21   0]
  [  0  20   0]
  [  7  24  18]
  ...
  [156 141 108]
  [158 142 109]
  [162 139 107]]

 ...

 [[156 142 103]
  [160 141 109]
  [163 139 111]
  ...
  [  3   4   9]
  [  5   5  13]
  [ 12  11  19]]

 [[159 145 106]
  [160 141 109]
  [161 137 109]
  ...
  [  4   5  10]
  [  5   5  13]
  [ 12  11  19]]

 [[157 143 104]
  [158 139 107]
  [160 136 108]
  ...
  [  6   7  12]
  [  4   4  12]
  [  9   8  16]]]"
"The monkey warrior Angad arrived (at his kingdom), to speak to him.
Angad was massive - fifty yojanas wide.
 His gigantic tail touched the sky.
(Seeing him), the guards at the gate took flight.
A powerful kick brought the gate down and Angad entered the fort.","[[[ 26  26  18]
  [  5  18   0]
  [ 16  33  40]
  ...
  [  5  24  20]
  [  4  24  13]
  [ 13  34  17]]

 [[ 23  19  16]
  [ 14  22  11]
  [ 21  34  43]
  ...
  [  8  19   0]
  [ 11  22   0]
  [ 11  20   0]]

 [[  7   0   7]
  [  6  10   9]
  [  7  14  30]
  ...
  [ 90  99  16]
  [ 96  99  46]
  [ 79  73  57]]

 ...

 [[ 12  14  13]
  [  6   7  12]
  [  3   2  18]
  ...
  [111 100   8]
  [106  93   0]
  [112 100  16]]

 [[  6   8   7]
  [  2   3   8]
  [  2   1  17]
  ...
  [103  88  19]
  [108  90  26]
  [ 99  82  30]]

 [[  6   8   7]
  [  2   3   8]
  [  2   1  17]
  ...
  [ 78  63   0]
  [100  82  18]
  [110  93  41]]]"
"Seeing Angad, Ravana resorted to illusion:
The court suddenly filled with hundreds of Ravanas.
It was only Indrajit (Ravana’s son) who stood as himself
For it would be shameful for a son to assume his father’s guise.
Seating himself on his coiled tail, Angad faced the assembly
And addressed Indrajit.
“All these Ravanas everywhere, are they all your father?
“Then, bravo, Queen Mandodari! I marvel at your (Indrajit’s) mother
“For, how can one young woman deal with a hundred husbands?
“Who among these is the father who shared a maid- servant’s meal in the netherworld?
“Who among these was bound by my father and still bears the mark of a tail around his neck?
“I have recounted, one by one, the misdeeds of all these ‘fathers’
“But I have no need of them, point out to me your true ‘yogi’ father
“Who disguised as an ascetic, stole Sita.
“And we shall see how you retain your golden Lanka, (Ravana)!”
As the tirade progressed, the atmosphere grew tense. 
Angad then slapped Ravana and grabbed his crown
And delivered it to Ram’s camp.","[[[ 3  7 10]
  [12 16 15]
  [14 18 17]
  ...
  [10  8 22]
  [ 2  3 21]
  [ 0  1 19]]

 [[ 4  9  5]
  [12 16 17]
  [ 6  9 14]
  ...
  [ 8  7 15]
  [ 9 11 26]
  [12 14 29]]

 [[14 20  8]
  [ 7 10 15]
  [ 0  0 13]
  ...
  [14  9 15]
  [ 6  9 24]
  [12 15 30]]

 ...

 [[ 1  1  9]
  [ 2  2 10]
  [ 2  2 10]
  ...
  [ 6  6  8]
  [ 5 13 16]
  [ 9 17 20]]

 [[ 1  1  9]
  [ 2  2 10]
  [ 2  2 10]
  ...
  [ 5  5  5]
  [ 5 14 13]
  [ 6 15 14]]

 [[ 4  4 12]
  [ 5  5 13]
  [ 5  5 13]
  ...
  [ 9  7 18]
  [ 2 11  8]
  [ 1 10  7]]]"
"And then began the combat between Ram and Ravana in the city of Lanka. 
Ram released hundreds of arrows at a time.
Volleys of arrows from both warriors tore across the sky. 
Both shot their arrows with all the prowess at their command
Seeing his own (charmed) arrows aimed at himself, Ravana was terrified.
Ram, confident of Ravana’s destruction
Chanted a sacred mantra and released the (divine) arrows 
Two of which pierced Ravana’s heart.
Ravana fell to the ground, writhing in pain
(As) Brahma and all the other gods in the heavens (looked on).
Of Ravana’s one hundred thousand sons and ten million grandsons
Not one remained to continue his lineage.
His fourteen thousand wives wailed around his fallen body
“Who is left to rule the golden kingdom of Lanka now?”
“Oh, my husband,” wept Mandodori, “though you worshipped Shiva
“He deserted you when you were dying!”
Touching each of the ten faces with a torch, Bibhishan lit the pyre.
And plumes of smoke rose from Ravana’s burning pyre. 
From the Ramayan composed by the poet, Pandit Krittibash 
I end my recitation here.
The name of the author is Bahar Chitrakar of Medinipur. 
Ah, Medinipur is the address.
","[[[  4   2  13]
  [  0   7  11]
  [  0   6  21]
  ...
  [  6  17  23]
  [  6  17  23]
  [  0  11  17]]

 [[  8   5  14]
  [  0   6   9]
  [  0   3  19]
  ...
  [  4  13  22]
  [  3  12  21]
  [  0   9  18]]

 [[  8   0  11]
  [  0   7  10]
  [  0   0  16]
  ...
  [  8  16  29]
  [  4  12  25]
  [  7  15  28]]

 ...

 [[ 37  47  20]
  [ 17  27   0]
  [ 25  31   5]
  ...
  [ 81  82  22]
  [201 169   9]
  [180 148   0]]

 [[ 26  28  41]
  [  3   6  15]
  [  2   4   3]
  ...
  [ 87  88  28]
  [197 165   5]
  [175 143   0]]

 [[ 24  26  21]
  [ 16  19  12]
  [ 10  16   2]
  ...
  [ 90  91  33]
  [206 173  16]
  [192 159   2]]]"
"Hearing the news from the bird
","[[[182 177 119]
  [190 177 124]
  [192 170 123]
  ...
  [ 49 169  59]
  [ 59 154  60]
  [ 47 101  43]]

 [[180 176 141]
  [186 175 145]
  [192 174 150]
  ...
  [ 20 148  39]
  [ 40 153  61]
  [ 41 127  66]]

 [[ 58  54  51]
  [ 59  53  53]
  [ 68  57  63]
  ...
  [ 24 145  39]
  [ 27 145  57]
  [ 29 133  70]]

 ...

 [[194 180 143]
  [ 79  71  69]
  [ 15  15  39]
  ...
  [ 30  24  36]
  [ 26  28  25]
  [ 13  34  37]]

 [[188 176 128]
  [ 74  69  50]
  [ 20  22  35]
  ...
  [ 24  31  39]
  [ 24  32  43]
  [ 26  33  49]]

 [[187 175 127]
  [ 71  66  47]
  [ 15  17  30]
  ...
  [ 26  33  41]
  [ 23  31  42]
  [ 23  30  46]]]"
"A grief-stricken Ram collapsed under a tree. 
“We are bereft of our parents
“And ordained by destiny, Sita has been abducted from the forest.”
 Ram lamented in silence
While his beloved (brother) Lakshman comforted him, stroking his hair. 
","[[[ 32  19  36]
  [ 31  27  44]
  [ 23  26  43]
  ...
  [127 128  96]
  [ 30  48  52]
  [ 17  22  41]]

 [[ 32  22  30]
  [ 25  24  32]
  [ 13  18  22]
  ...
  [157 157 123]
  [ 18  36  36]
  [ 26  32  46]]

 [[ 31  27  26]
  [ 25  27  26]
  [  6  13   6]
  ...
  [120 116  81]
  [  8  28  26]
  [ 28  36  47]]

 ...

 [[ 32  25  33]
  [ 26  26  38]
  [ 23  29  41]
  ...
  [ 22  44  42]
  [ 21  34  43]
  [ 35  37  50]]

 [[ 30  22  33]
  [ 25  24  40]
  [ 21  27  41]
  ...
  [ 27  47  56]
  [ 19  44  38]
  [ 43  43  45]]

 [[ 30  22  33]
  [ 25  24  40]
  [ 21  27  41]
  ...
  [ 45  91  78]
  [ 44 136  73]
  [ 30  97  43]]]"
"The monkeys rushed hither and thither, gathering boulders
Helping the brothers Neel and Nal erect a bridge across the ocean. 
With trees and boulders, the brave brothers built the bridge.
Angad (then) declared that they were ready for battle. 
Gathering all the fragrant flowers from the forest
The monkeys wove them into a garland for Angad.

Shuk and Sharon were told at the sea-shore (by Ravana) 
“The monkeys emit a mighty roar.
“But that is just the sound of wild animals, not to be feared.

“There is only one I dread - let him not return to burn our homes. 
“He can reduce Lanka to ashes in the blink of an eye.
“If that wretch were to return, we are doomed.”
While king Ravana pondered grimly over these matters

The monkey warrior Angad arrived (at his kingdom), to speak to him.
Angad was massive - fifty yojanas wide.
 His gigantic tail touched the sky.
(Seeing him), the guards at the gate took flight.
A powerful kick brought the gate down and Angad entered the fort.","[[[ 19  13  41]
  [ 37  35  38]
  [166 160 134]
  ...
  [ 29  39  48]
  [ 30  45  52]
  [ 26  41  48]]

 [[ 23  20  47]
  [ 30  34  35]
  [154 150 123]
  ...
  [ 20  38  42]
  [ 20  38  42]
  [ 30  49  53]]

 [[ 25  27  50]
  [ 28  34  32]
  [161 157 130]
  ...
  [ 25  43  47]
  [ 23  38  43]
  [ 27  40  46]]

 ...

 [[ 32  31  49]
  [ 19  18  36]
  [ 30  29  47]
  ...
  [ 19  25  25]
  [ 28  36  47]
  [ 29  38  55]]

 [[ 29  28  46]
  [ 25  24  42]
  [ 31  32  50]
  ...
  [ 20  29  38]
  [ 24  31  49]
  [ 33  39  63]]

 [[ 22  19  38]
  [ 31  30  48]
  [ 21  23  38]
  ...
  [ 28  37  52]
  [ 23  29  51]
  [ 32  38  64]]]"
"Seeing Angad, Ravana resorted to illusion:
The court suddenly filled with hundreds of Ravanas.
It was only Indrajit (Ravana’s son) who stood as himself
For it would be shameful for a son to assume his father’s guise.
Seating himself on his coiled tail, Angad faced the assembly
And addressed Indrajit.
“All these Ravanas everywhere, are they all your father?
“Then, bravo, Queen Mandodari! I marvel at your (Indrajit’s) mother
“For, how can one young woman deal with a hundred husbands?
“Who among these is the father who shared a maid- servant’s meal in the netherworld?
“Who among these was bound by my father and still bears the mark of a tail around his neck?
“I have recounted, one by one, the misdeeds of all these ‘fathers’
“But I have no need of them, point out to me your true ‘yogi’ father
“Who disguised as an ascetic, stole Sita.
“And we shall see how you retain your golden Lanka, (Ravana)!”
As the tirade progressed, the atmosphere grew tense. 
","[[[ 28  24  51]
  [ 19  26  45]
  [ 27  41  52]
  ...
  [ 35  38  53]
  [ 30  34  45]
  [ 27  31  42]]

 [[ 24  25  53]
  [  4  12  33]
  [ 22  36  45]
  ...
  [ 23  32  41]
  [ 25  36  42]
  [ 31  42  48]]

 [[ 21  30  59]
  [ 26  39  58]
  [ 32  43  47]
  ...
  [ 20  38  40]
  [ 22  44  42]
  [ 35  57  55]]

 ...

 [[ 95  97  75]
  [  9   5  20]
  [ 27  22  45]
  ...
  [ 18  26  47]
  [ 18  33  40]
  [ 20  35  42]]

 [[116 119  92]
  [ 16  13  24]
  [ 24  19  41]
  ...
  [ 21  28  57]
  [ 25  38  46]
  [ 22  35  43]]

 [[133 136 107]
  [ 23  20  29]
  [ 24  20  37]
  ...
  [ 38  42  41]
  [ 29  29  39]
  [ 23  23  33]]]"
"Angad then slapped Ravana and grabbed his crown
And delivered it to Ram’s camp.

And then began the combat between Ram and Ravana in the city of Lanka. ","[[[ 24  38  47]
  [ 21  30  39]
  [ 17  21  32]
  ...
  [ 32  42  52]
  [ 36  39  44]
  [ 23  52  50]]

 [[ 28  31  36]
  [ 30  26  27]
  [ 30  20  18]
  ...
  [ 30  43  52]
  [ 37  40  45]
  [ 23  35  59]]

 [[ 29  18  24]
  [ 87  70  63]
  [143 121 100]
  ...
  [ 33  50  58]
  [ 24  31  37]
  [ 30  33  48]]

 ...

 [[ 28  27  23]
  [ 27  26  34]
  [ 30  22  45]
  ...
  [ 31  28  45]
  [ 24  21  28]
  [ 36  40  39]]

 [[ 24  23  19]
  [ 21  21  29]
  [ 26  21  43]
  ...
  [ 23  32  41]
  [ 23  32  29]
  [ 36  51  46]]

 [[ 27  29  28]
  [ 21  25  34]
  [ 26  22  45]
  ...
  [ 20  36  35]
  [ 37  53  40]
  [ 29  49  40]]]"
"Angad then slapped Ravana and grabbed his crown
And delivered it to Ram’s camp.

And then began the combat between Ram and Ravana in the city of Lanka. ","[[[ 40  64  14]
  [ 71 129  42]
  [134 176 102]
  ...
  [ 13  21  23]
  [ 11  12  43]
  [ 23  26  43]]

 [[105 136  77]
  [105 167  70]
  [110 152  88]
  ...
  [  2  10  12]
  [ 13   4  33]
  [ 31  22  53]]

 [[102 145  74]
  [111 177  69]
  [ 95 133  86]
  ...
  [ 14  18  21]
  [ 30  17  37]
  [ 30  14  53]]

 ...

 [[  0   3  14]
  [  4   3   8]
  [  4   0   0]
  ...
  [214  44  19]
  [ 35   1  25]
  [  6  12  26]]

 [[  2   7  13]
  [  3   3   3]
  [  6   1   0]
  ...
  [196  37   5]
  [ 19  15  42]
  [ 13  16  21]]

 [[  2   7  13]
  [  3   3   3]
  [  6   1   0]
  ...
  [196  37   5]
  [  9   5  32]
  [  4   7  12]]]"
"Ram released hundreds of arrows at a time.
Volleys of arrows from both warriors tore across the sky. 
Both shot their arrows with all the prowess at their command
Seeing his own (charmed) arrows aimed at himself, Ravana was terrified.
Ram, confident of Ravana’s destruction
Chanted a sacred mantra and released the (divine) arrows 
Two of which pierced Ravana’s heart.
Ravana fell to the ground, writhing in pain","[[[  0   8   0]
  [  9  12   1]
  [114 112 100]
  ...
  [ 14  10   9]
  [ 17  12  19]
  [ 14   9  16]]

 [[ 67  77  53]
  [ 10  13   2]
  [ 11  11   3]
  ...
  [ 27  23  22]
  [ 19  13  27]
  [ 20  14  28]]

 [[180 190 163]
  [ 53  59  47]
  [  3   4   0]
  ...
  [ 17  13  12]
  [ 24  22  25]
  [ 16  14  17]]

 ...

 [[  0   6  18]
  [  0   1   0]
  [ 80  73  44]
  ...
  [  6   8  20]
  [ 50  84  47]
  [ 66 116  55]]

 [[  1   1   9]
  [  5   0   0]
  [105  96  65]
  ...
  [  0   5   0]
  [ 69  93  59]
  [153 219  95]]

 [[  3   3  11]
  [  5   1   0]
  [139 127 113]
  ...
  [ 16  24   3]
  [  0   3   1]
  [ 57  92  38]]]"
"(As) Brahma and all the other gods in the heavens (looked on).
Of Ravana’s one hundred thousand sons and ten million grandsons
Not one remained to continue his lineage.
His fourteen thousand wives wailed around his fallen body
“Who is left to rule the golden kingdom of Lanka now?”
“Oh, my husband,” wept Mandodori, “though you worshipped Shiva
“He deserted you when you were dying!”
Touching each of the ten faces with a torch, Bibhishan lit the pyre.
And plumes of smoke rose from Ravana’s burning pyre. ","[[[167 135 112]
  [167 141 106]
  [162 142 107]
  ...
  [ 23  11  35]
  [  7   0  19]
  [ 40  37  54]]

 [[161 136 106]
  [166 144 105]
  [159 141 103]
  ...
  [ 18  13  20]
  [  5   0   6]
  [ 52  44  57]]

 [[171 157 118]
  [164 151 106]
  [164 152 104]
  ...
  [ 13  14  19]
  [  5   6  10]
  [ 60  48  36]]

 ...

 [[134 167  76]
  [128 157  67]
  [ 72  89  34]
  ...
  [ 34  29  26]
  [  6  11  14]
  [ 11   0   4]]

 [[107 155  55]
  [ 99 146  32]
  [123 163  41]
  ...
  [  6  11  43]
  [  0  10  21]
  [ 21  18  27]]

 [[127 150  62]
  [ 91 132   4]
  [ 98 120  19]
  ...
  [  6   1  21]
  [ 18  13  33]
  [ 19  11  24]]]"
"From the Ramayan composed by the poet, Pandit Krittibash 
I end my recitation here.
The name of the author is Bahar Chitrakar of Medinipur. 
Ah, Medinipur is the address.
","[[[194 179 150]
  [ 95  84  64]
  [ 10   5   0]
  ...
  [126 111  68]
  [ 15   0   9]
  [  8   4  29]]

 [[107  95  73]
  [ 54  45  30]
  [ 12   7   4]
  ...
  [137 120 100]
  [  9   0  17]
  [  0  11  23]]

 [[ 20   7   0]
  [ 11   2   0]
  [  8   2   4]
  ...
  [167 138  70]
  [ 34  16   2]
  [  1   4  19]]

 ...

 [[ 11   9  23]
  [  6   4  17]
  [  3   1  12]
  ...
  [ 25  19  31]
  [  9   7  18]
  [ 12  12  22]]

 [[  8   7  13]
  [  8   8   8]
  [  1   3   0]
  ...
  [ 14   9   6]
  [  8   9   0]
  [ 65  69  42]]

 [[  3   2   8]
  [  3   3   3]
  [  0   2   0]
  ...
  [ 16  11   8]
  [  5   6   0]
  [ 59  63  36]]]"
"The marriage of Ramachandra took place and all the rituals were completed.   
But to uphold his father’s promise, Rama went to live in the forest. 
Rama led the way, followed by Janaki  
Lakshmana the archer, brought up the rear. 
With the scorching sun above, and the burning sand beneath their feet 
Sita, delicate as a butter-doll, could barely walk. 
Breaking a (leafy) branch from a tree, Lakshmana held it over her head. 
“Walk slowly, under its shade, Lakshmi.”  
","[[[ 75 154  99]
  [ 37  99  62]
  [ 13  49  37]
  ...
  [ 40  60  84]
  [ 29  48  65]
  [ 23  55  42]]

 [[ 34  78  55]
  [ 22  54  41]
  [ 20  35  38]
  ...
  [ 46  69  75]
  [ 36  43  49]
  [ 58 102  69]]

 [[ 24  27  42]
  [ 30  31  49]
  [ 39  34  54]
  ...
  [ 33  57  61]
  [ 38  31  39]
  [ 65 112  76]]

 ...

 [[ 32  33  38]
  [ 32  31  47]
  [ 35  34  50]
  ...
  [ 34  33  64]
  [ 34  37  46]
  [ 34  37  46]]

 [[ 36  35  53]
  [ 37  37  45]
  [ 38  38  48]
  ...
  [ 33  32  63]
  [ 33  36  45]
  [ 33  36  45]]

 [[ 38  35  62]
  [ 36  37  39]
  [ 33  34  38]
  ...
  [ 33  32  63]
  [ 33  36  45]
  [ 33  36  45]]]"
